id,build_year,p_nom,carrier,lat,lon,Country,status,on_land
44,2022.0,8.8,H2 electrolysis,50.0422587263487,12.0304269338039,DE,Operational,True
45,2030.0,5.0,H2 electrolysis,53.2010335431834,5.80305457732903,NL,Feasibility study,True
46,2023.0,2.6,H2 electrolysis,51.9682055250336,4.03482864545204,NL,Operational,True
47,2020.0,2.5,H2 electrolysis,51.264018,7.1780374,DE,Operational,True
48,2021.0,2.5,H2 electrolysis,52.1523434613963,10.4066598815022,DE,Operational,True
49,2022.0,0.025280898876404494,H2 electrolysis,28.5229643921094,-16.2646393277277,ES,Operational,True
50,2022.0,1.4,H2 electrolysis,53.1980994526748,5.79037176930896,NL,Operational,True
51,2026.0,200.0,H2 electrolysis,51.9468389546096,4.00975189191162,NL,FID/Construction,True
52,2015.0,0.06,H2 electrolysis,38.6890841677747,-4.10641149336091,ES,Operational,True
53,2026.0,53.0,H2 electrolysis,49.239995,6.84135,DE,FID/Construction,True
54,2026.0,5.0,H2 electrolysis,51.5710797804898,5.26721793411254,NL,Feasibility study,True
55,2026.0,5.0,H2 electrolysis,52.632355588033,4.74972314179003,NL,Feasibility study,True
56,2022.0,2.5,H2 electrolysis,52.0350254852841,5.09920647809678,NL,Operational,True
57,2026.0,10.0,H2 electrolysis,52.7927075688157,6.85077274112645,NL,Feasibility study,True
58,2025.0,30.0,H2 electrolysis,51.4320151426758,11.8618719963012,DE,FID/Construction,True
59,2025.0,10.0,H2 electrolysis,48.1467281264798,16.4957158798767,AT,Operational,True
60,2030.0,100.0,H2 electrolysis,37.845672,23.790579,GR,Concept,True
61,2026.0,2.0,H2 electrolysis,48.4896363854295,-2.73560765688059,FR,Feasibility study,True
62,2028.0,200.0,H2 electrolysis,51.9556171691769,4.01488970044649,NL,Feasibility study,True
63,2026.0,25.0,H2 electrolysis,51.455464389284,3.56485156907884,NL,Feasibility study,True
64,2027.0,280.0,H2 electrolysis,55.591385038419,9.75264367456355,DK,Feasibility study,True
65,2026.0,2.1,H2 electrolysis,57.1791297504265,-2.10165465605737,GB,FID/Construction,True
67,2024.0,5.0,H2 electrolysis,56.1820017788318,-3.01393683465731,GB,Operational,True
68,2027.0,100.0,H2 electrolysis,52.4825565137023,7.29966781182499,DE,FID/Construction,True
69,2027.0,28.0,H2 electrolysis,54.2023436057572,7.92126860886418,DE,Feasibility study,False
70,2021.0,0.4,H2 electrolysis,55.9451496843308,9.09658139087656,DK,DEMO,True
71,2027.0,10.0,H2 electrolysis,44.648942,-0.597759,FR,Feasibility study,True
72,2025.0,0.46175157765122365,H2 electrolysis,40.238279490519,-3.69229745199495,ES,FID/Construction,True
73,2025.0,24.0,H2 electrolysis,51.3247111673379,12.024311061848,DE,FID/Construction,True
74,2030.0,100.0,H2 electrolysis,54.3755637814544,18.5870057200261,PL,Feasibility study,True
75,2027.0,100.0,H2 electrolysis,53.506730655775,9.93654982232032,DE,FID/Construction,True
76,2028.0,100.0,H2 electrolysis,43.4413266589649,-7.86350659159537,ES,Feasibility study,True
77,2028.0,10.0,H2 electrolysis,28.1224887893731,-16.5755993192827,ES,Feasibility study,True
78,2028.0,100.0,H2 electrolysis,51.9633154414089,4.02257408758894,NL,Feasibility study,True
79,2030.0,400.0,H2 electrolysis,51.9633154414089,4.02257408758894,NL,Feasibility study,True
80,2028.0,100.0,H2 electrolysis,39.9870635585894,-0.0502947145619979,ES,Feasibility study,True
81,2025.0,2.5,H2 electrolysis,48.7788789906249,2.43687449998177,FR,FID/Construction,True
82,2026.0,740.0,H2 electrolysis,65.8289892026369,21.6904535018585,SE,FID/Construction,True
83,2022.0,0.014606741573033709,H2 electrolysis,40.12213,-3.84704,ES,Operational,True
84,2028.0,200.0,H2 electrolysis,53.5295406441506,8.12969320043866,DE,Feasibility study,True
85,2030.0,20.0,H2 electrolysis,59.1356284612505,9.62824770579228,NO,Feasibility study,True
86,2026.0,16.0,H2 electrolysis,5.6687327,-53.7784043,FR,FID/Construction,True
87,2023.0,2.0,H2 electrolysis,46.4966066,20.7015134,HU,Operational,True
89,2023.0,2.0,H2 electrolysis,46.594983213755,13.8562941774827,AT,Operational,True
90,2024.0,2.5,H2 electrolysis,52.2875093003885,18.2839036961008,PL,Operational,True
91,2024.0,2.5,H2 electrolysis,47.5602883002924,7.6294168741863,CH,Operational,True
92,2021.0,0.15,H2 electrolysis,46.1290320161843,15.0945054818392,SI,Operational,True
93,2026.0,10.0,H2 electrolysis,52.7751584564686,10.8139336199901,DE,Feasibility study,True
94,2027.0,10.0,H2 electrolysis,57.0652083105234,-1.89828762993735,GB,Feasibility study,False
95,2029.0,120.0,H2 electrolysis,53.6548015517335,-0.254668893129371,GB,Feasibility study,True
96,2023.0,1.5,H2 electrolysis,47.2737738929495,-2.21032492972901,FR,Operational,True
97,2027.0,0.5,H2 electrolysis,49.9631309184685,1.08968768256936,FR,Concept,False
98,2024.0,5.0,H2 electrolysis,52.0024334060164,12.1760060350715,DE,Operational,True
99,2026.0,48.68913857677903,H2 electrolysis,54.2753582465275,9.24436624698034,DE,Feasibility study,True
100,2026.0,10.0,H2 electrolysis,53.4391204300336,6.83653040082158,NL,Feasibility study,True
101,2027.0,100.0,H2 electrolysis,53.4391204300336,6.83653040082158,NL,Feasibility study,True
102,2027.0,200.0,H2 electrolysis,51.9832922367786,4.00539882375997,NL,FID/Construction,True
103,2025.0,5.0,H2 electrolysis,52.8324441105914,4.93873371024834,NL,FID/Construction,True
104,2030.0,700.0,H2 electrolysis,55.591385038419,9.75264367456355,DK,Feasibility study,True
105,2021.0,0.43,H2 electrolysis,43.6076906388699,2.24104035004738,FR,Operational,True
106,2025.0,54.0,H2 electrolysis,47.8169292133467,9.05731361911702,DE,Operational,True
107,2023.0,1.0,H2 electrolysis,53.5395113375874,8.59153290358285,DE,Operational,True
110,2028.0,30.0,H2 electrolysis,50.5788308065142,13.6078948749105,CZ,Feasibility study,True
111,2030.0,60.0,H2 electrolysis,48.253797,17.459326,SK,Feasibility study,True
112,2026.0,1.0,H2 electrolysis,42.9222604969113,-9.27173449885589,ES,Feasibility study,True
113,2026.0,2.5,H2 electrolysis,52.2875093003885,18.2839036961008,PL,Concept,True
114,2030.0,45.0,H2 electrolysis,52.2875093003885,18.2839036961008,PL,Feasibility study,True
115,2026.0,14.0,H2 electrolysis,53.7966321379145,7.79416231794699,DE,FID/Construction,False
116,2024.0,20.0,H2 electrolysis,51.4869445149605,6.86631612642352,DE,Operational,True
117,2026.0,10.0,H2 electrolysis,51.4869445149605,6.86631612642352,DE,Feasibility study,True
118,2026.0,10.5,H2 electrolysis,53.4369442570234,-2.40825504586318,GB,FID/Construction,True
120,2024.0,0.9,H2 electrolysis,52.5546208155033,-1.46324408934596,GB,Operational,True
121,2022.0,0.10004617515776512,H2 electrolysis,38.5713636360343,-7.91255405243867,PT,DEMO,True
122,2023.0,0.3001385254732954,H2 electrolysis,38.5713636360343,-7.91255405243867,PT,Operational,True
123,2022.0,5.5,H2 electrolysis,59.1212222803136,9.63051569954815,NO,Operational,True
124,2028.0,1000.0,H2 electrolysis,55.4768385331629,8.46209640920263,DK,Feasibility study,True
125,2030.0,75.0,H2 electrolysis,51.455464389284,3.56485156907884,NL,Feasibility study,True
126,2027.0,25.0,H2 electrolysis,51.3198235994645,3.81552805542493,NL,Feasibility study,True
128,2026.0,15.0,H2 electrolysis,47.4842782925325,8.20081012217759,CH,Feasibility study,True
129,2028.0,6.0,H2 electrolysis,57.7022110419584,11.947645958932,SE,Feasibility study,True
130,2030.0,55.0,H2 electrolysis,51.3198235994645,3.81552805542493,NL,Concept,True
131,2027.0,20.0,H2 electrolysis,51.3358777371075,8.16815339532275,DE,Feasibility study,True
132,2025.0,1.0,H2 electrolysis,52.3166897433429,10.5106643005899,DE,DEMO,True
133,2026.0,4.0,H2 electrolysis,37.2728968032272,15.012385111065,IT,FID/Construction,True
134,2027.0,32.558733401430025,H2 electrolysis,51.3770135919176,1.12730544773322,GB,Concept,False
135,2027.0,800.0,H2 electrolysis,39.669443045407,-8.5132125350487,PT,Feasibility study,True
136,2027.0,20.0,H2 electrolysis,51.5861725490326,-2.84666909033039,GB,Feasibility study,True
137,2027.0,51.599999999999994,H2 electrolysis,54.5867498663309,-1.22874664648219,GB,Feasibility study,True
138,2027.0,60.0,H2 electrolysis,40.6326504175945,17.9416778501729,IT,Feasibility study,True
139,2027.0,100.0,H2 electrolysis,52.4825565137023,7.29966781182499,DE,FID/Construction,True
140,2023.0,5.0,H2 electrolysis,36.1851402237509,-5.49260916811512,ES,Operational,True
141,2026.0,5.0,H2 electrolysis,51.853127549675,13.7097750119131,DE,Feasibility study,True
142,2023.0,0.9,H2 electrolysis,50.7157545409621,-1.98428127360042,GB,Operational,True
143,2029.0,500.0,H2 electrolysis,39.6801847454457,-0.278295447714732,ES,Feasibility study,True
145,2027.0,45.0,H2 electrolysis,54.1096426735225,-9.03113627467893,IE,Feasibility study,True
146,2025.0,10.0,H2 electrolysis,39.4178380997624,-3.21761548796866,ES,FID/Construction,True
147,2024.0,3.0,H2 electrolysis,55.4768385331629,8.46209640920263,DK,Operational,True
148,2025.0,9.0,H2 electrolysis,55.4768385331629,8.46209640920263,DK,FID/Construction,True
149,2025.0,15.0,H2 electrolysis,57.0919501244315,-4.25279725935409,GB,FID/Construction,True
150,2027.0,25.0,H2 electrolysis,59.8971104008913,8.60811488160295,NO,FID/Construction,True
151,2030.0,1975.0,H2 electrolysis,39.9580042348676,-0.00407231136722538,ES,Feasibility study,True
152,2027.0,40.0,H2 electrolysis,39.7171290603057,-8.89838186033757,PT,Feasibility study,True
153,2030.0,19239.649068800987,H2 electrolysis,40.1793745709376,-2.02492918219861,ES,Concept,True
154,2030.0,3300.0,H2 electrolysis,39.0734008031167,-5.12261733269946,ES,Feasibility study,True
155,2027.0,400.0,H2 electrolysis,51.0337379763841,2.28818862790312,FR,Feasibility study,True
156,2028.0,200.0,H2 electrolysis,41.5476,-5.6208,ES,Feasibility study,True
157,2026.0,5.0,H2 electrolysis,40.265848,-3.669364,ES,FID/Construction,True
158,2026.0,55.0,H2 electrolysis,37.844469,-4.729005,ES,Feasibility study,True
159,2027.0,20.0,H2 electrolysis,45.702181,4.844148,FR,Concept,True
160,2024.0,4.0,H2 electrolysis,52.4825565137023,7.29966781182499,DE,Operational,True
161,2025.0,100.0,H2 electrolysis,52.4825565137023,7.29966781182499,DE,FID/Construction,True
162,2027.0,30.0,H2 electrolysis,53.1897,8.4087,DE,Feasibility study,True
164,2023.0,2.0,H2 electrolysis,56.8328966,13.9373471,SE,Operational,True
165,2027.0,100.0,H2 electrolysis,62.1983366,17.5671981,SE,Concept,True
166,2026.0,1.0,H2 electrolysis,58.217025,11.733398,SE,Feasibility study,True
167,2022.0,0.7,H2 electrolysis,48.262398157192,15.6886018760215,AT,Operational,True
168,2026.0,10.0,H2 electrolysis,51.9647174080945,3.96305999589102,NL,DEMO,True
169,2026.0,30.0,H2 electrolysis,37.9208765224958,23.0713072445658,GR,FID/Construction,True
170,2026.0,34.0,H2 electrolysis,46.2669467280171,15.4958561473294,SI,FID/Construction,True
172,2027.0,50.0,H2 electrolysis,38.708759,-7.400782,PT,Feasibility study,True
173,2030.0,7.5,H2 electrolysis,38.5244,-8.8882,PT,Feasibility study,True
174,2025.0,2.0,H2 electrolysis,53.5548105093506,8.57917324289646,DE,FID/Construction,True
175,2026.0,10.0,H2 electrolysis,53.3602460839282,7.21164166207105,DE,Feasibility study,True
176,2026.0,6.6697450105176745,H2 electrolysis,51.5112143811435,13.349467188174,DE,FID/Construction,True
177,2026.0,50.0,H2 electrolysis,44.3858321159154,22.5216721301132,RO,Feasibility study,True
178,2028.0,100.0,H2 electrolysis,44.909394,-0.536847,FR,Feasibility study,True
179,2026.0,100.0,H2 electrolysis,52.1613923896665,10.431165376505,DE,FID/Construction,True
180,2027.0,4.0,H2 electrolysis,54.9353981843051,7.42589053057362,DE,Feasibility study,False
181,2027.0,200.0,H2 electrolysis,51.9468389546096,4.00975189191162,NL,Feasibility study,True
182,2027.0,500.0,H2 electrolysis,52.3661016838894,5.03477403347359,NL,Feasibility study,True
183,2027.0,50.0,H2 electrolysis,53.3344145029669,6.92135994987017,NL,Feasibility study,True
184,2027.0,60.0,H2 electrolysis,47.9816844051733,17.0060610809536,AT,Feasibility study,True
185,2027.0,100.0,H2 electrolysis,51.2411278926226,4.40880687550732,BE,Feasibility study,True
186,2028.0,300.0,H2 electrolysis,51.0810568967906,-5.5885342270111,GB,Concept,False
187,2023.0,0.0,H2 electrolysis,53.1266000098152,6.58803165166935,NL,DEMO,True
188,2026.0,35.0,H2 electrolysis,54.1033981870329,-3.23274641010043,GB,Feasibility study,True
189,2027.0,100.0,H2 electrolysis,65.8414255792232,13.1851402125919,NO,Feasibility study,True
190,2028.0,135.0,H2 electrolysis,63.9584026593868,10.2498867944869,NO,Feasibility study,True
191,2026.0,20.0,H2 electrolysis,63.4129054408211,11.7405458508579,NO,Feasibility study,True
192,2024.0,3.0,H2 electrolysis,62.0872983074515,6.88101689767784,NO,Operational,True
193,2026.0,5.0,H2 electrolysis,41.6181506379372,-4.81302460795548,ES,Feasibility study,True
194,2030.0,10494.35403752781,H2 electrolysis,55.2356237104273,3.03714641627014,DK,Concept,False
195,2027.0,30.0,H2 electrolysis,43.5772467972815,6.07306320488468,FR,Feasibility study,True
196,2022.0,1.0,H2 electrolysis,38.0676529829777,23.5060129854451,GR,Operational,True
197,2024.0,1.75,H2 electrolysis,46.9363159229428,-2.06992707672759,FR,Operational,True
198,2023.0,5.0,H2 electrolysis,47.9336544506559,-2.67658575681505,FR,Operational,True
199,2026.0,1.0,H2 electrolysis,37.3617362524511,-5.99365613841754,ES,Feasibility study,True
200,2030.0,180.0,H2 electrolysis,53.4369442570234,-2.40825504586318,GB,Concept,True
201,2025.0,5.0,H2 electrolysis,47.539892415871,7.71235351615059,DE,FID/Construction,True
202,2027.0,100.0,H2 electrolysis,53.5295406441506,8.12969320043866,DE,Feasibility study,True
203,2023.0,0.5,H2 electrolysis,52.2572052361781,6.2087563061523,NL,Operational,True
204,2028.0,55.0,H2 electrolysis,44.9387734232469,25.9959875752976,RO,FID/Construction,True
205,2027.0,100.0,H2 electrolysis,40.384982013509,21.4394375301537,GR,Feasibility study,True
206,2026.0,30.0,H2 electrolysis,42.1228450319685,13.767228454952,IT,Feasibility study,True
207,2030.0,200.0,H2 electrolysis,60.3923,25.6651,FI,Feasibility study,True
208,2023.0,1.0,H2 electrolysis,47.2637590131018,15.1967448169806,AT,Operational,True
209,2027.0,350.0,H2 electrolysis,63.8413308048752,23.1269603942447,FI,Feasibility study,True
210,2023.0,8.0,H2 electrolysis,39.9649732792709,-0.258763321751508,ES,Operational,True
212,2024.0,5.0,H2 electrolysis,48.6641306216014,11.9730214901096,DE,Operational,True
213,2027.0,1000.0,H2 electrolysis,39.3052296419816,17.4362805408174,IT,Concept,False
214,2026.0,15.0,H2 electrolysis,51.8769816077563,-4.93068595596786,GB,Feasibility study,True
215,2026.0,1.4,H2 electrolysis,42.2272868450773,-8.74042138243829,ES,Feasibility study,True
216,2026.0,20.0,H2 electrolysis,40.8309622516676,8.37844130847618,IT,Feasibility study,True
217,2030.0,180.0,H2 electrolysis,40.8309622516676,8.37844130847618,IT,Feasibility study,True
218,2026.0,30.0,H2 electrolysis,53.2784189927593,-2.73726562410066,GB,Feasibility study,True
219,2026.0,90.0,H2 electrolysis,39.9934106692918,-0.0208546706238567,ES,Feasibility study,True
220,2026.0,115.0,H2 electrolysis,37.5970229786114,-1.00998327679861,ES,Feasibility study,True
221,2028.0,150.0,H2 electrolysis,56.4579505018526,8.92458382473043,DK,Feasibility study,True
222,2027.0,800.0,H2 electrolysis,60.0501163995222,24.0087549567843,FI,Feasibility study,True
223,2026.0,10.0,H2 electrolysis,51.252064866612,2.90765243875169,BE,DEMO,False
224,2028.0,35.0,H2 electrolysis,53.8237939967852,-0.105366944817345,GB,Feasibility study,True
225,2030.0,500.0,H2 electrolysis,57.2334061565088,-2.34648167966755,GB,Feasibility study,True
226,2030.0,2500.0,H2 electrolysis,57.2334061565088,-2.34648167966755,GB,Concept,True
227,2027.0,20.0,H2 electrolysis,62.476604963655,6.22118997199151,NO,Feasibility study,True
228,2027.0,250.0,H2 electrolysis,62.476604963655,6.22118997199151,NO,Concept,True
229,2028.0,100.0,H2 electrolysis,53.7688072228231,-0.326574707802377,GB,Feasibility study,True
230,2030.0,190.0,H2 electrolysis,53.3602460839282,7.21164166207105,DE,Feasibility study,True
231,2030.0,50.0,H2 electrolysis,40.7914594109269,8.27023838834964,IT,Feasibility study,True
232,2030.0,2361.229658443757,H2 electrolysis,55.7083499915144,16.043518293038,SE,Concept,False
233,2030.0,100.0,H2 electrolysis,36.1851402237509,-5.49260916811512,ES,Feasibility study,True
234,2030.0,400.0,H2 electrolysis,36.1851402237509,-5.49260916811512,ES,Concept,True
235,2027.0,800.0,H2 electrolysis,38.9992367889187,-1.8554395584503,ES,Feasibility study,True
236,2030.0,800.0,H2 electrolysis,38.9992367889187,-1.8554395584503,ES,Concept,True
237,2029.0,325.0,H2 electrolysis,38.7163108181324,-4.15795414622984,ES,Feasibility study,True
238,2029.0,60.0,H2 electrolysis,53.4973397293372,14.0309245927289,DE,Feasibility study,True
239,2026.0,17.0,H2 electrolysis,51.4311670747446,0.328778154967668,GB,Feasibility study,True
240,2026.0,15.0,H2 electrolysis,49.5728858476376,10.8761673862823,DE,Feasibility study,True
241,2027.0,70.0,H2 electrolysis,39.4178380997624,-3.21761548796866,ES,Feasibility study,True
242,2026.0,5.0,H2 electrolysis,50.2552876286798,19.0350018398115,PL,Feasibility study,True
243,2027.0,24.5,H2 electrolysis,53.7981119410234,-1.79487248021921,GB,Feasibility study,True
244,2028.0,0.0,H2 electrolysis,53.2263306124098,-0.804093436344976,GB,Feasibility study,True
245,2026.0,5.2,H2 electrolysis,51.5538880842306,-3.57337808442771,GB,Feasibility study,True
246,2030.0,8.0,H2 electrolysis,54.0427694797672,-2.66632948079446,GB,Feasibility study,True
247,2026.0,20.0,H2 electrolysis,51.7138210675648,-5.03503315892466,GB,Feasibility study,True
248,2026.0,2.0,H2 electrolysis,53.2966089746484,-7.22096104349862,IE,Feasibility study,True
249,2030.0,0.0,H2 electrolysis,52.6791165999513,-9.06425607643631,IE,Concept,False
250,2026.0,50.0,H2 electrolysis,51.8377185090546,-8.20522034086703,IE,Feasibility study,True
251,2026.0,20.0,H2 electrolysis,51.45565445873,6.76888638813079,DE,Feasibility study,True
252,2026.0,1.0,H2 electrolysis,53.307071534992,-4.63775646689211,GB,FID/Construction,True
253,2026.0,2.5,H2 electrolysis,44.6460300404565,10.9235623748586,IT,FID/Construction,True
254,2026.0,50.0,H2 electrolysis,47.5957469807682,8.14713811233834,DE,Concept,True
255,2024.0,1.0,H2 electrolysis,47.8934703494515,20.7024755026607,HU,Operational,True
256,2022.0,2.0,H2 electrolysis,47.4005800104364,9.32816180963526,CH,Operational,True
257,2025.0,0.9,H2 electrolysis,56.6649947228489,-2.52812163682435,GB,FID/Construction,True
258,2027.0,5.0,H2 electrolysis,42.6971029816831,9.45113717492356,FR,Concept,True
259,2030.0,10.0,H2 electrolysis,43.89416822599,3.99862804287302,FR,Concept,True
260,2029.0,60.0,H2 electrolysis,43.4385688933401,4.95044538769038,FR,Feasibility study,True
261,2026.0,5.0,H2 electrolysis,47.583996,12.1692134,AT,Feasibility study,True
262,2017.0,0.35,H2 electrolysis,47.712001112809,14.1609956588841,AT,Operational,True
263,2026.0,0.21240572571956287,H2 electrolysis,59.4374977470437,24.9003984916742,EE,Feasibility study,True
264,2010.0,0.1442973680160074,H2 electrolysis,59.2756366371454,27.9054387771757,EE,Operational,True
265,2028.0,40.0,H2 electrolysis,62.6199620287964,29.7025510521757,FI,Feasibility study,True
266,2026.0,10.0,H2 electrolysis,63.10121,21.601948,FI,FID/Construction,True
267,2026.0,4.0,H2 electrolysis,60.2107099201774,25.1400472587567,FI,FID/Construction,True
268,2028.0,70.0,H2 electrolysis,49.5072101344986,6.42774224942866,DE,Feasibility study,True
269,2030.0,800.0,H2 electrolysis,65.8289892026369,21.6904535018585,SE,Concept,True
270,2026.0,100.0,H2 electrolysis,52.8653675180097,-1.25433988510284,GB,Concept,True
271,2030.0,400.0,H2 electrolysis,52.8653675180097,-1.25433988510284,GB,Concept,True
272,2030.0,200.0,H2 electrolysis,54.1302986718926,13.6264433712111,DE,Feasibility study,True
273,2023.0,0.25,H2 electrolysis,52.4825565137023,7.29966781182499,DE,DEMO,True
274,2027.0,330.0,H2 electrolysis,37.9560097122579,-8.81848918981237,PT,Feasibility study,True
275,2025.0,2.5,H2 electrolysis,55.3940099753337,-4.19157853203003,GB,FID/Construction,True
276,2024.0,1.5,H2 electrolysis,59.27490187193,5.52592296694544,NO,DEMO,True
277,2025.0,5.0,H2 electrolysis,50.6736576816798,9.77469231889947,DE,Operational,True
278,2025.0,2.5,H2 electrolysis,41.817438704712,-2.44460852225901,ES,Operational,True
279,2026.0,5.0,H2 electrolysis,50.9881650612229,6.57199701319871,DE,FID/Construction,True
280,2026.0,20.0,H2 electrolysis,53.3344145029669,6.92135994987017,NL,Feasibility study,True
281,2025.0,10.0,H2 electrolysis,45.3710126340364,5.99273404556225,FR,FID/Construction,True
282,2029.0,225.0,H2 electrolysis,51.958861608754,4.05634190554556,NL,Concept,True
283,2028.0,50.0,H2 electrolysis,53.3344145029669,6.92135994987017,NL,Feasibility study,True
284,2023.0,2.0,H2 electrolysis,47.9851682548485,13.5608745428873,AT,DEMO,True
285,2023.0,1.354,H2 electrolysis,52.329927267672,10.9050760825214,DE,Operational,True
286,2025.0,1.0,H2 electrolysis,46.0052405699426,8.32512219874111,IT,FID/Construction,True
287,2025.0,1.0,H2 electrolysis,52.7713601535241,-1.20484782011225,GB,FID/Construction,True
288,2025.0,0.5,H2 electrolysis,49.2953970139537,14.1497448823086,CZ,Operational,True
289,2025.0,2.0,H2 electrolysis,53.5719390049817,8.57391483185141,DE,Operational,True
290,2025.0,4.0,H2 electrolysis,54.857682166,8.98928967719308,DE,FID/Construction,True
291,2028.0,207.78820994305062,H2 electrolysis,41.817438704712,-2.44460852225901,ES,Feasibility study,True
292,2028.0,60.0,H2 electrolysis,51.4159226074984,4.18738247505048,NL,Concept,True
293,2030.0,0.0,H2 electrolysis,51.7529181056375,4.16861069943974,NL,Concept,True
294,2024.0,0.06225,H2 electrolysis,51.7383512019451,4.240628273344,NL,Operational,True
295,2026.0,20.0,H2 electrolysis,52.5388902903262,5.54894652475058,NL,Feasibility study,True
296,2028.0,15.0,H2 electrolysis,52.384690860303,5.41756977806103,NL,Concept,True
297,2026.0,5.0,H2 electrolysis,52.9418844419474,6.90802869679471,NL,FID/Construction,True
298,2029.0,800.0,H2 electrolysis,53.4850309254238,6.43618861363811,NL,Concept,False
299,2026.0,9.18,H2 electrolysis,45.157,10.792,IT,FID/Construction,True
300,2026.0,5.0,H2 electrolysis,45.463,12.267,IT,FID/Construction,True
301,2026.0,8.0,H2 electrolysis,42.518,12.516,IT,Feasibility study,True
302,2026.0,800.0,H2 electrolysis,41.949,15.004,IT,Feasibility study,True
303,2026.0,4.0,H2 electrolysis,43.4857540509491,12.9995194363545,IT,FID/Construction,True
304,2026.0,3.0,H2 electrolysis,41.8867342099192,12.5311326473152,IT,FID/Construction,True
305,2025.0,0.5,H2 electrolysis,48.993417,8.550129,DE,FID/Construction,True
306,2026.0,15.622595043866403,H2 electrolysis,37.3879805677215,-6.60613316575764,ES,Feasibility study,True
307,2026.0,15.0,H2 electrolysis,55.6703523182466,-3.78202922197223,GB,Feasibility study,True
308,2026.0,11.0,H2 electrolysis,53.2433360564151,-3.14913438746735,GB,Feasibility study,True
309,2025.0,2.0,H2 electrolysis,52.4743419462088,1.75848016837078,GB,FID/Construction,False
310,2026.0,17.2,H2 electrolysis,54.5867498663309,-1.22874664648219,GB,Feasibility study,True
311,2025.0,2.5,H2 electrolysis,51.5930417525773,-3.3365018152077,GB,FID/Construction,True
