Bus,busmap
6070,GBN0
6071,GBN0
6072,GBN0
6074,GBN0
6075,GBN0
6076,GBN0
8035,GBM8
6437,GBM6
6439,GBM6
6438,GBM6
6440,GBM6
6441,GBM6
6442,GBM6
6443,GBM6
6447,GBM6
6449,GBM6
6448,GBM6
6451,GBM6
6450,GBM6
6452,GBM6
6453,GBM6
6454,GBM7
6455,GBM8
6457,GBM8
6456,GBM8
6458,GBM8
6459,GBM8
6460,GBM7
6462,GBM7
6464,GBM7
6463,GBM7
6465,GBM8
6466,GBM8
6467,GBM8
6468,GBM7
6469,GBM7
6471,GBM7
6470,GBM7
6472,GBM7
6473,GBM7
6474,GBM7
6475,GBM7
6476,GBM7
6477,GBM7
6478,GBM7
6479,GBM7
6480,GBM7
6482,GBM7
6481,GBM7
6484,GBM7
6483,GBM7
6485,GBM5
6486,GBM5
6487,GBM5
6488,GBM9
6489,GBM9
6490,GBM7
7412,GBL2
7909,GBF3
8473,GBJ1
8529,GBL1
8515,GBL1
7462,GBG1
7461,GBG1
8023,GBL1
7361,GBJ1
8860,GBH2
7800,GBN0
8029,GBE3
7464,GBG1
7463,GBG1
8017,GBC2
8189,GBL1
8037,GBM9
8015,GBM5
7946,GBE1
7286,GBH2
7197,GBN0
8014,GBJ4
8290,GBL1
7471,GBM7
7945,GBL1
8033,GBM7
8565,GBM9
8036,GBM8
7454,GBH1
8575,GBD6
7466,GBG1
7465,GBG1
8030,GBJ1
8020,GBM7
7672,GBN0
8427,GBN0
8489,GBM7
8034,GBM7
8026,GBD4
7455,GBG2
8022,GBD4
8744,GBM8
7457,GBG2
7456,GBG2
8032,GBM7
8025,GBH2
8024,GBH2
8021,GBE1
8578,GBF2
7469,GBM9
8027,GBD4
8016,GBK4
8019,GBM7
7458,GBL2
8283,GBF3
8094,GBH2
8093,GBH2
7908,GBG2
